data_id,r,duration,method,dataset,length
0,0.7297469149444069,0.0038576126098632,PCA,logmap,300
1,0.6866794646769604,0.0030014514923095,PCA,logmap,300
2,0.6549181154146398,0.0029523372650146,PCA,logmap,300
3,0.6099552034097279,0.002941608428955,PCA,logmap,300
4,0.5537424430107744,0.0029587745666503,PCA,logmap,300
5,0.7481474367741245,0.0029575824737548,PCA,logmap,300
6,0.5578975674183259,0.0029363632202148,PCA,logmap,300
7,0.7297159783632098,0.0029311180114746,PCA,logmap,300
8,0.6481543353528297,0.0029478073120117,PCA,logmap,300
9,0.8107528898496782,0.0029444694519042,PCA,logmap,300
10,0.6515895968880485,0.0029356479644775,PCA,logmap,300
11,0.6826012711469979,0.0029501914978027,PCA,logmap,300
12,0.6574998267676115,0.0029478073120117,PCA,logmap,300
13,0.5679622268501415,0.0029449462890625,PCA,logmap,300
14,0.7106405078815625,0.0029158592224121,PCA,logmap,300
15,0.6361037332619545,0.0029191970825195,PCA,logmap,300
16,0.7969545549266459,0.0029306411743164,PCA,logmap,300
17,0.7118297865568947,0.0029125213623046,PCA,logmap,300
18,0.5731336201691288,0.0029170513153076,PCA,logmap,300
19,0.8265636621026085,0.0029687881469726,PCA,logmap,300
20,0.7465996938175516,0.0029270648956298,PCA,logmap,300
21,0.8139264497781811,0.0028996467590332,PCA,logmap,300
22,0.8802346002009178,0.0053651332855224,PCA,logmap,300
23,0.7019333921295494,0.0029115676879882,PCA,logmap,300
24,0.5856079413035616,0.0029714107513427,PCA,logmap,300
25,0.6015069880478765,0.0029771327972412,PCA,logmap,300
26,0.7780269368989141,0.0029840469360351,PCA,logmap,300
27,0.7348190519459707,0.0029041767120361,PCA,logmap,300
28,0.6877162853733567,0.0029935836791992,PCA,logmap,300
29,0.6233441949003352,0.0029706954956054,PCA,logmap,300
30,0.6085759767148201,0.0029835700988769,PCA,logmap,300
31,0.7139140058122622,0.0029082298278808,PCA,logmap,300
32,0.4256267100523218,0.0029754638671875,PCA,logmap,300
33,0.8704860889810847,0.0029911994934082,PCA,logmap,300
34,0.7790217060452741,0.0029709339141845,PCA,logmap,300
35,0.4475082344275318,0.0029118061065673,PCA,logmap,300
36,0.6484140029238354,0.0029196739196777,PCA,logmap,300
37,0.421069563684449,0.0029153823852539,PCA,logmap,300
38,0.6411502089657386,0.0029270648956298,PCA,logmap,300
39,0.5885162548573339,0.002913475036621,PCA,logmap,300
40,0.3971836884732578,0.0029172897338867,PCA,logmap,300
41,0.5337313232697494,0.002925157546997,PCA,logmap,300
42,0.6979804220576779,0.0029268264770507,PCA,logmap,300
43,0.7041577398129527,0.0029003620147705,PCA,logmap,300
44,0.5722328640772921,0.0029366016387939,PCA,logmap,300
45,0.361279978163067,0.0029191970825195,PCA,logmap,300
46,0.6877000514965521,0.0029160976409912,PCA,logmap,300
47,0.7563618454830057,0.0029218196868896,PCA,logmap,300
48,0.763966019661335,0.0029189586639404,PCA,logmap,300
49,0.6124466375164906,0.002922773361206,PCA,logmap,300
0,0.6898914256584969,0.0036540031433105,PCA,logmap,581
1,0.7039096211370708,0.0035886764526367,PCA,logmap,581
2,0.7305029710784867,0.0035877227783203,PCA,logmap,581
3,0.6594549395234289,0.0036449432373046,PCA,logmap,581
4,0.5240969610160239,0.0035858154296875,PCA,logmap,581
5,0.7866197878247094,0.0036056041717529,PCA,logmap,581
6,0.6650618128229782,0.0035538673400878,PCA,logmap,581
7,0.7864475306171345,0.003589391708374,PCA,logmap,581
8,0.6544900452472068,0.0035521984100341,PCA,logmap,581
9,0.8043833979397281,0.0035798549652099,PCA,logmap,581
10,0.6424827066877872,0.0035805702209472,PCA,logmap,581
11,0.5528470775805157,0.0035939216613769,PCA,logmap,581
12,0.7188933029166393,0.0035624504089355,PCA,logmap,581
13,0.5957007708480903,0.0036344528198242,PCA,logmap,581
14,0.6969949861028658,0.003591775894165,PCA,logmap,581
15,0.6336242909414895,0.0035741329193115,PCA,logmap,581
16,0.8978855502223244,0.0035743713378906,PCA,logmap,581
17,0.6418888270481414,0.003575325012207,PCA,logmap,581
18,0.699074591246698,0.0035550594329833,PCA,logmap,581
19,0.7500108086711731,0.0035719871520996,PCA,logmap,581
20,0.6898456503539745,0.0035696029663085,PCA,logmap,581
21,0.769653606049389,0.0035886764526367,PCA,logmap,581
22,0.8819582459619142,0.0035772323608398,PCA,logmap,581
23,0.7276627439335617,0.003596544265747,PCA,logmap,581
24,0.4067468692806709,0.0035855770111083,PCA,logmap,581
25,0.5287135677305105,0.0035963058471679,PCA,logmap,581
26,0.6894894215790441,0.0035874843597412,PCA,logmap,581
27,0.7316428206924219,0.0035784244537353,PCA,logmap,581
28,0.6614541649093993,0.0035791397094726,PCA,logmap,581
29,0.6925725761446578,0.0035758018493652,PCA,logmap,581
30,0.6285495469544257,0.0035827159881591,PCA,logmap,581
31,0.7509638747589354,0.0035774707794189,PCA,logmap,581
32,0.5194359541436374,0.0036230087280273,PCA,logmap,581
33,0.8601354534676262,0.0036180019378662,PCA,logmap,581
34,0.8400145675983186,0.0035781860351562,PCA,logmap,581
35,0.5656807294659999,0.0035972595214843,PCA,logmap,581
36,0.6958309864335075,0.0035839080810546,PCA,logmap,581
37,0.5611365022941974,0.0035798549652099,PCA,logmap,581
38,0.7277342843211643,0.0035755634307861,PCA,logmap,581
39,0.7198795924802727,0.0036196708679199,PCA,logmap,581
40,0.7116114464518928,0.0035786628723144,PCA,logmap,581
41,0.5447388501874866,0.0035963058471679,PCA,logmap,581
42,0.7467007432496635,0.0036044120788574,PCA,logmap,581
43,0.7979734529864745,0.0035810470581054,PCA,logmap,581
44,0.6809804327251707,0.0035638809204101,PCA,logmap,581
45,0.5425831824564932,0.003584861755371,PCA,logmap,581
46,0.6429806367848634,0.0035874843597412,PCA,logmap,581
47,0.713507179270778,0.0035858154296875,PCA,logmap,581
48,0.8542901139609111,0.0035827159881591,PCA,logmap,581
49,0.736417605382969,0.0035881996154785,PCA,logmap,581
0,0.7100143259806363,0.0049853324890136,PCA,logmap,1128
1,0.7098403551801598,0.0048754215240478,PCA,logmap,1128
2,0.7268776798435711,0.0048544406890869,PCA,logmap,1128
3,0.7163309461434003,0.0049054622650146,PCA,logmap,1128
4,0.6344695095688165,0.0048747062683105,PCA,logmap,1128
5,0.7060354447328981,0.0048625469207763,PCA,logmap,1128
6,0.6202261907059978,0.0048670768737792,PCA,logmap,1128
7,0.7640256158976113,0.0049057006835937,PCA,logmap,1128
8,0.654763469039772,0.0048964023590087,PCA,logmap,1128
9,0.795327948751215,0.0048689842224121,PCA,logmap,1128
10,0.6555059362037094,0.0049102306365966,PCA,logmap,1128
11,0.6159958042429822,0.0048410892486572,PCA,logmap,1128
12,0.6392017768851606,0.0048902034759521,PCA,logmap,1128
13,0.6513776850693834,0.0048718452453613,PCA,logmap,1128
14,0.7099219595089039,0.0048689842224121,PCA,logmap,1128
15,0.6107372654337885,0.0048565864562988,PCA,logmap,1128
16,0.9112639251302302,0.0048766136169433,PCA,logmap,1128
17,0.7529675696211469,0.0048644542694091,PCA,logmap,1128
18,0.6537257100378052,0.0048611164093017,PCA,logmap,1128
19,0.7564491437543563,0.0048365592956542,PCA,logmap,1128
20,0.6988715849590794,0.0048544406890869,PCA,logmap,1128
21,0.7989718781441103,0.0049085617065429,PCA,logmap,1128
22,0.873279986377242,0.0048794746398925,PCA,logmap,1128
23,0.7291437707844238,0.0048720836639404,PCA,logmap,1128
24,0.5472801857788633,0.0048747062683105,PCA,logmap,1128
25,0.6182057573956675,0.0048425197601318,PCA,logmap,1128
26,0.7213271960133615,0.0049066543579101,PCA,logmap,1128
27,0.7259154220062787,0.0048542022705078,PCA,logmap,1128
28,0.6643378933326882,0.0049061775207519,PCA,logmap,1128
29,0.557034117394214,0.0048325061798095,PCA,logmap,1128
30,0.7061623002675578,0.004866600036621,PCA,logmap,1128
31,0.6102884918128787,0.0048484802246093,PCA,logmap,1128
32,0.5157375531398793,0.0049195289611816,PCA,logmap,1128
