data_id,r,duration,method,dataset
0,0.14633740691393515,0.22710394859313965,SFA,logmap
1,0.13657308951987437,0.1635265350341797,SFA,logmap
2,0.15605789159210226,0.1337425708770752,SFA,logmap
3,0.13743618601853033,0.13935446739196777,SFA,logmap
4,0.2671302593648315,0.2800021171569824,SFA,logmap
5,0.022529461318664214,0.21922588348388672,SFA,logmap
6,0.17795458470355313,0.24457335472106934,SFA,logmap
7,0.1127512171204803,0.13875555992126465,SFA,logmap
8,0.23397354736043446,0.23925352096557617,SFA,logmap
9,0.10427994931411859,0.12260103225708008,SFA,logmap
10,0.16128798385905976,0.1343519687652588,SFA,logmap
11,0.007261939656522918,0.18835687637329102,SFA,logmap
12,0.015726894705881372,0.12605738639831543,SFA,logmap
13,0.1893523569468765,0.22058677673339844,SFA,logmap
14,0.1234065787530934,0.11858916282653809,SFA,logmap
15,0.16375759601892179,0.1798086166381836,SFA,logmap
16,0.0039046149589921173,0.18945527076721191,SFA,logmap
17,0.12495814365235713,0.26343679428100586,SFA,logmap
18,0.21589917184236737,0.1935110092163086,SFA,logmap
19,0.11173596314609573,0.12178421020507812,SFA,logmap
20,0.160306219565841,0.1949303150177002,SFA,logmap
21,0.08320472446004798,0.135512113571167,SFA,logmap
22,0.005794828994607403,0.2783939838409424,SFA,logmap
23,0.15633573559429176,0.19630217552185059,SFA,logmap
24,0.23652238364789063,0.19588422775268555,SFA,logmap
25,0.24473217183116275,0.1384422779083252,SFA,logmap
26,0.12264738729039731,0.22876954078674316,SFA,logmap
27,0.16019323768068636,0.11774110794067383,SFA,logmap
28,0.18221705943154173,0.16712689399719238,SFA,logmap
29,0.20320496557788512,0.2287909984588623,SFA,logmap
30,0.18233491158267776,0.11683249473571777,SFA,logmap
31,0.0747775840823978,0.25048184394836426,SFA,logmap
32,0.19009543465196538,0.12563705444335938,SFA,logmap
33,0.008259182770714307,0.22076034545898438,SFA,logmap
34,0.10394205138792041,0.22231793403625488,SFA,logmap
35,0.10696871558162299,0.23103833198547363,SFA,logmap
36,0.17607152901922615,0.17575716972351074,SFA,logmap
37,0.20916779768547883,0.1794581413269043,SFA,logmap
38,0.1860702819354236,0.13388729095458984,SFA,logmap
39,0.15028980820658783,0.1311960220336914,SFA,logmap
40,0.16273327788670283,0.13545489311218262,SFA,logmap
41,0.009974649808004603,0.2953963279724121,SFA,logmap
42,0.14644087811554365,0.18273520469665527,SFA,logmap
43,0.11636854368045575,0.21684694290161133,SFA,logmap
44,0.1598458067787272,0.2192058563232422,SFA,logmap
45,0.32591283757894385,0.13411927223205566,SFA,logmap
46,0.19510756620685538,0.1433424949645996,SFA,logmap
47,0.10371164142708794,0.27795886993408203,SFA,logmap
48,0.08801888699577289,0.1980881690979004,SFA,logmap
49,0.09041437737457327,0.1379690170288086,SFA,logmap
