data_id,r,duration,method,dataset
0,0.7363205779180577,0.07688140869140625,CCA,logmap
1,0.7569650768314854,0.09207439422607422,CCA,logmap
2,0.7456911697018411,0.09169721603393555,CCA,logmap
3,0.734650601611517,0.09757137298583984,CCA,logmap
4,0.5829190617065256,0.09253144264221191,CCA,logmap
5,0.7070763788885609,0.09395861625671387,CCA,logmap
6,0.6262702445676972,0.10282325744628906,CCA,logmap
7,0.7787327206845003,0.09194493293762207,CCA,logmap
8,0.6544521891089087,0.09237980842590332,CCA,logmap
9,0.7863743663555981,0.09193181991577148,CCA,logmap
10,0.6911489375294327,0.09254741668701172,CCA,logmap
11,0.7021142550483701,0.09370899200439453,CCA,logmap
12,0.6994050341497807,0.09343361854553223,CCA,logmap
13,0.6858004419914363,0.09209942817687988,CCA,logmap
14,0.7394214736314714,0.09257388114929199,CCA,logmap
15,0.6551499459343312,0.09324979782104492,CCA,logmap
16,0.8558037081417945,0.0954885482788086,CCA,logmap
17,0.7456967795664271,0.09224820137023926,CCA,logmap
18,0.7094095089500116,0.09350872039794922,CCA,logmap
19,0.7927694318554621,0.09185338020324707,CCA,logmap
20,0.7228779292605686,0.09180521965026855,CCA,logmap
21,0.7946710331463381,0.0889585018157959,CCA,logmap
22,0.8191413340929312,0.09086203575134277,CCA,logmap
23,0.7444083148097125,0.08853530883789062,CCA,logmap
24,0.5761189841983038,0.12002134323120117,CCA,logmap
25,0.6490342564359829,0.09026408195495605,CCA,logmap
26,0.7453779909161433,0.08957886695861816,CCA,logmap
27,0.7467836798494389,0.08832645416259766,CCA,logmap
28,0.6933037440744304,0.0887002944946289,CCA,logmap
29,0.6549430425846047,0.08904719352722168,CCA,logmap
30,0.7153409203589931,0.08832383155822754,CCA,logmap
31,0.7493293407674249,0.0892937183380127,CCA,logmap
32,0.652266953597954,0.08893847465515137,CCA,logmap
33,0.7836769854287516,0.09025263786315918,CCA,logmap
34,0.8223982569449503,0.08803391456604004,CCA,logmap
35,0.7584730091602947,0.0881497859954834,CCA,logmap
36,0.6968349813734581,0.08843636512756348,CCA,logmap
37,0.6221835927178265,0.0918424129486084,CCA,logmap
38,0.7459641126066445,0.08940935134887695,CCA,logmap
39,0.7234113879604605,0.08858919143676758,CCA,logmap
40,0.7520416156225432,0.08884406089782715,CCA,logmap
41,0.7110314638065481,0.08927774429321289,CCA,logmap
42,0.7354158109496399,0.08895325660705566,CCA,logmap
43,0.8094329835802687,0.08927607536315918,CCA,logmap
44,0.6403184537770145,0.0891733169555664,CCA,logmap
45,0.557106132821733,0.09040093421936035,CCA,logmap
46,0.6669113219769929,0.08968162536621094,CCA,logmap
47,0.7695017398844815,0.08929848670959473,CCA,logmap
48,0.7901639532221625,0.08891558647155762,CCA,logmap
49,0.7473658046121141,0.0893101692199707,CCA,logmap
