data_id,r,duration,method,dataset
0,0.7384529685811049,4.69533109664917,DCCA,logmap
1,0.7573563839127715,3.3714184761047363,DCCA,logmap
2,0.7471322055078986,3.3044369220733643,DCCA,logmap
3,0.7352893464357216,3.0904455184936523,DCCA,logmap
4,0.5898863487671565,3.6698310375213623,DCCA,logmap
5,0.7493305735334275,2.9876208305358887,DCCA,logmap
6,0.6295596779549486,3.0303268432617188,DCCA,logmap
7,0.7809863236370314,3.5171291828155518,DCCA,logmap
8,0.6565056814114146,3.037611246109009,DCCA,logmap
9,0.7845741098706213,3.8428964614868164,DCCA,logmap
10,0.6915200563599484,2.912458896636963,DCCA,logmap
11,0.685115469950348,2.0628650188446045,DCCA,logmap
12,0.7482085807374924,3.2236454486846924,DCCA,logmap
13,0.686529134650412,3.138756275177002,DCCA,logmap
14,0.740334806783817,4.0506041049957275,DCCA,logmap
15,0.6555578249679173,3.4654085636138916,DCCA,logmap
16,0.8566596143411309,2.8955719470977783,DCCA,logmap
17,0.7542528399179936,4.339972257614136,DCCA,logmap
18,0.7115378333972515,3.2529172897338867,DCCA,logmap
19,0.793145149948533,3.4729015827178955,DCCA,logmap
20,0.7220100548005383,4.0134522914886475,DCCA,logmap
21,0.7950915333175335,3.491671085357666,DCCA,logmap
22,0.7814639826630411,4.1290624141693115,DCCA,logmap
23,0.7454302886423827,3.2636892795562744,DCCA,logmap
24,0.578653369534227,2.997638702392578,DCCA,logmap
25,0.6488894069996812,3.180082321166992,DCCA,logmap
26,0.7459356703608621,3.0342750549316406,DCCA,logmap
27,0.7471884502402456,3.0571584701538086,DCCA,logmap
28,0.6942342956374948,3.534893035888672,DCCA,logmap
29,0.6577755167650498,3.0401339530944824,DCCA,logmap
30,0.7177626196707396,3.316458225250244,DCCA,logmap
31,0.7490947388886923,2.8334648609161377,DCCA,logmap
32,0.6550655590517045,3.044492483139038,DCCA,logmap
33,0.8010969207635198,2.743095636367798,DCCA,logmap
34,0.822543715970802,3.7372913360595703,DCCA,logmap
35,0.7595283985622177,3.468991279602051,DCCA,logmap
36,0.6985282291490551,3.652562141418457,DCCA,logmap
37,0.6173778296275254,3.802339792251587,DCCA,logmap
38,0.7457775103177208,3.1160387992858887,DCCA,logmap
39,0.7242275238689027,3.0461196899414062,DCCA,logmap
40,0.7528549063079346,3.1820783615112305,DCCA,logmap
41,0.7139332337563793,2.241347551345825,DCCA,logmap
42,0.7364426983751338,3.0158560276031494,DCCA,logmap
43,0.8109178861861696,3.3977818489074707,DCCA,logmap
44,0.642439678261665,3.0745174884796143,DCCA,logmap
45,0.5589979125467236,2.6837549209594727,DCCA,logmap
46,0.6658608995276039,3.1231775283813477,DCCA,logmap
47,0.7713190830120408,3.761004686355591,DCCA,logmap
48,0.7896561986939611,3.582218647003174,DCCA,logmap
49,0.7476409570860632,3.1831934452056885,DCCA,logmap
