data_id,r,duration,method,dataset,length
0,0.14709713563185728,0.01631307601928711,SFA,logmap,2187
1,0.10659263080545027,0.08404135704040527,SFA,logmap,2187
2,0.09921757901646917,0.032032012939453125,SFA,logmap,2187
3,0.14485983145709222,0.012697458267211914,SFA,logmap,2187
4,0.23508902242847438,0.01281285285949707,SFA,logmap,2187
5,0.014083987432222318,0.012813806533813477,SFA,logmap,2187
6,0.21111265045180205,0.012820720672607422,SFA,logmap,2187
7,0.11078565952018324,0.012910842895507812,SFA,logmap,2187
8,0.21376221995077296,0.012865543365478516,SFA,logmap,2187
9,0.09994821989681382,0.01288914680480957,SFA,logmap,2187
10,0.1849295290201376,0.012838363647460938,SFA,logmap,2187
11,0.02449640244237208,0.012803316116333008,SFA,logmap,2187
12,0.0328593735029193,0.012876510620117188,SFA,logmap,2187
13,0.15899768951509383,0.012799739837646484,SFA,logmap,2187
14,0.12928392080840836,0.012809991836547852,SFA,logmap,2187
15,0.14041787190933533,0.012788534164428711,SFA,logmap,2187
16,0.02031400561760862,0.012840032577514648,SFA,logmap,2187
17,0.10620855840129072,0.012858152389526367,SFA,logmap,2187
18,0.18908615879589583,0.012936115264892578,SFA,logmap,2187
19,0.10072564985490576,0.012846231460571289,SFA,logmap,2187
20,0.1972813404046178,0.012877225875854492,SFA,logmap,2187
21,0.07101635341684139,0.012901782989501953,SFA,logmap,2187
22,0.022999806044392977,0.012905120849609375,SFA,logmap,2187
23,0.12851046716877843,0.01292109489440918,SFA,logmap,2187
24,0.29816770375260726,0.012859106063842773,SFA,logmap,2187
25,0.2962034331524645,0.012920856475830078,SFA,logmap,2187
26,0.12246879356741956,0.012833833694458008,SFA,logmap,2187
27,0.13734619539363999,0.012894392013549805,SFA,logmap,2187
28,0.17764887933664508,0.012889862060546875,SFA,logmap,2187
29,0.19479340630910982,0.01290273666381836,SFA,logmap,2187
30,0.19527121261407243,0.012898921966552734,SFA,logmap,2187
31,0.03560122811443042,0.012878179550170898,SFA,logmap,2187
32,0.21444432266437324,0.012845039367675781,SFA,logmap,2187
33,0.015191906628985424,0.012927055358886719,SFA,logmap,2187
34,0.09755151652864513,0.012825489044189453,SFA,logmap,2187
35,0.11059796834407108,0.01294088363647461,SFA,logmap,2187
36,0.20072101283568622,0.012931585311889648,SFA,logmap,2187
37,0.2808510518054015,0.012838363647460938,SFA,logmap,2187
38,0.2197711073863289,0.01295018196105957,SFA,logmap,2187
39,0.11378540421016099,0.012894630432128906,SFA,logmap,2187
40,0.1273166449896549,0.012944698333740234,SFA,logmap,2187
41,0.03151001181383281,0.012919902801513672,SFA,logmap,2187
42,0.16533379031812953,0.012928247451782227,SFA,logmap,2187
43,0.06389475954066641,0.012832164764404297,SFA,logmap,2187
44,0.1633211545630301,0.012899160385131836,SFA,logmap,2187
45,0.2455981766465582,0.012856006622314453,SFA,logmap,2187
46,0.13276071290392258,0.01292276382446289,SFA,logmap,2187
47,0.10767229473774353,0.012882709503173828,SFA,logmap,2187
48,0.07144656324657164,0.012903451919555664,SFA,logmap,2187
49,0.10247612773534057,0.01291036605834961,SFA,logmap,2187
