data_id,r,duration,method,dataset,length
0,0.6677407127214887,3.4546239376068115,DynamicalComponentsAnalysis,logmap,4242
1,0.723076030352914,3.150836229324341,DynamicalComponentsAnalysis,logmap,4242
2,0.7263033655745056,2.5388681888580322,DynamicalComponentsAnalysis,logmap,4242
3,0.6962375872782224,2.822143077850342,DynamicalComponentsAnalysis,logmap,4242
4,0.5840133009076313,3.505373954772949,DynamicalComponentsAnalysis,logmap,4242
5,0.6790870321618868,2.3345069885253906,DynamicalComponentsAnalysis,logmap,4242
6,0.6063140793002794,3.28686261177063,DynamicalComponentsAnalysis,logmap,4242
7,0.7528060519139277,2.9297635555267334,DynamicalComponentsAnalysis,logmap,4242
8,0.6252844824647182,3.466956377029419,DynamicalComponentsAnalysis,logmap,4242
9,0.7564483898672697,3.1450695991516113,DynamicalComponentsAnalysis,logmap,4242
10,0.6608218217044652,3.516651153564453,DynamicalComponentsAnalysis,logmap,4242
11,0.5990440980660231,2.474869966506958,DynamicalComponentsAnalysis,logmap,4242
12,0.6892794354020944,2.3005404472351074,DynamicalComponentsAnalysis,logmap,4242
13,0.6826272957738169,2.8501367568969727,DynamicalComponentsAnalysis,logmap,4242
14,0.7174779072529461,3.184006929397583,DynamicalComponentsAnalysis,logmap,4242
15,0.6102463212398498,3.295586109161377,DynamicalComponentsAnalysis,logmap,4242
16,0.97914309696199,3.27659010887146,DynamicalComponentsAnalysis,logmap,4242
17,0.7199515519918476,2.9161510467529297,DynamicalComponentsAnalysis,logmap,4242
18,0.6850149004503092,3.3114430904388428,DynamicalComponentsAnalysis,logmap,4242
19,0.7597696468028262,2.8572187423706055,DynamicalComponentsAnalysis,logmap,4242
20,0.6779823486069563,3.2845749855041504,DynamicalComponentsAnalysis,logmap,4242
21,0.7691705236400201,3.3907785415649414,DynamicalComponentsAnalysis,logmap,4242
22,0.9478092070128027,2.5422756671905518,DynamicalComponentsAnalysis,logmap,4242
23,0.7158140213809064,3.327147960662842,DynamicalComponentsAnalysis,logmap,4242
24,0.5844215972024976,3.3755300045013428,DynamicalComponentsAnalysis,logmap,4242
25,0.6079225393450063,3.11841082572937,DynamicalComponentsAnalysis,logmap,4242
26,0.7331971214826701,3.512235403060913,DynamicalComponentsAnalysis,logmap,4242
27,0.7077132397447007,3.2663683891296387,DynamicalComponentsAnalysis,logmap,4242
28,0.6595580072123691,3.3358283042907715,DynamicalComponentsAnalysis,logmap,4242
29,0.6294451964875191,2.887744903564453,DynamicalComponentsAnalysis,logmap,4242
30,0.665459844640867,3.446700096130371,DynamicalComponentsAnalysis,logmap,4242
31,0.7120980323552013,2.3848764896392822,DynamicalComponentsAnalysis,logmap,4242
32,0.6455175375387259,3.371328592300415,DynamicalComponentsAnalysis,logmap,4242
33,0.946522017519971,2.374728202819824,DynamicalComponentsAnalysis,logmap,4242
34,0.7914009807632709,2.9036552906036377,DynamicalComponentsAnalysis,logmap,4242
35,0.7272134379573825,3.289628505706787,DynamicalComponentsAnalysis,logmap,4242
36,0.6597792230284573,3.286599636077881,DynamicalComponentsAnalysis,logmap,4242
37,0.6038391287960213,3.3009979724884033,DynamicalComponentsAnalysis,logmap,4242
38,0.7011027094034129,3.0890095233917236,DynamicalComponentsAnalysis,logmap,4242
39,0.6830886846943289,2.8519890308380127,DynamicalComponentsAnalysis,logmap,4242
40,0.717116714014528,2.947596788406372,DynamicalComponentsAnalysis,logmap,4242
41,0.6898436269562269,2.480970621109009,DynamicalComponentsAnalysis,logmap,4242
42,0.6923763209673665,3.2551357746124268,DynamicalComponentsAnalysis,logmap,4242
43,0.7633398518704579,2.9194350242614746,DynamicalComponentsAnalysis,logmap,4242
44,0.6214553457223466,3.1286120414733887,DynamicalComponentsAnalysis,logmap,4242
45,0.5380887303959241,3.400041103363037,DynamicalComponentsAnalysis,logmap,4242
46,0.6281360377113159,3.704281806945801,DynamicalComponentsAnalysis,logmap,4242
47,0.735663084147571,2.654106855392456,DynamicalComponentsAnalysis,logmap,4242
48,0.7661658381405357,2.4357075691223145,DynamicalComponentsAnalysis,logmap,4242
49,0.7413274084391912,3.156487464904785,DynamicalComponentsAnalysis,logmap,4242
