data_id,r,duration,method,dataset,length
0,0.14302047847879543,0.023831605911254883,SFA,logmap,4242
1,0.09528920074440653,0.03329777717590332,SFA,logmap,4242
2,0.10747344861759608,0.02783513069152832,SFA,logmap,4242
3,0.13977792775911882,0.02121424674987793,SFA,logmap,4242
4,0.25428485674557255,0.02097010612487793,SFA,logmap,4242
5,0.026541951942491725,0.02091526985168457,SFA,logmap,4242
6,0.18466587597483386,0.02105093002319336,SFA,logmap,4242
7,0.08128346966395714,0.02143549919128418,SFA,logmap,4242
8,0.22686285456938654,0.020981788635253906,SFA,logmap,4242
9,0.09112780425991372,0.020957231521606445,SFA,logmap,4242
10,0.18247813455583733,0.021065473556518555,SFA,logmap,4242
11,0.013603982547565136,0.02091693878173828,SFA,logmap,4242
12,0.024754100331925825,0.021114587783813477,SFA,logmap,4242
13,0.16170443129894296,0.021122455596923828,SFA,logmap,4242
14,0.09681148402291602,0.020992279052734375,SFA,logmap,4242
15,0.1368756311422393,0.021404743194580078,SFA,logmap,4242
16,0.005532473081713902,0.021140575408935547,SFA,logmap,4242
17,0.12563019269772147,0.021343469619750977,SFA,logmap,4242
18,0.20128610456395285,0.02156996726989746,SFA,logmap,4242
19,0.10266408325319497,0.02130889892578125,SFA,logmap,4242
20,0.1791904396419592,0.02141427993774414,SFA,logmap,4242
21,0.07997080493429115,0.02188420295715332,SFA,logmap,4242
22,0.019287865613732042,0.022307634353637695,SFA,logmap,4242
23,0.1614864011969278,0.023191213607788086,SFA,logmap,4242
24,0.21560857948363665,0.0381929874420166,SFA,logmap,4242
25,0.24778334380179445,0.026295900344848633,SFA,logmap,4242
26,0.13954693320404477,0.022089242935180664,SFA,logmap,4242
27,0.128433475710971,0.022115707397460938,SFA,logmap,4242
28,0.200495082105231,0.022078514099121094,SFA,logmap,4242
29,0.18585052450295828,0.02322101593017578,SFA,logmap,4242
30,0.2586384799451746,0.02201986312866211,SFA,logmap,4242
31,0.05346863459101464,0.021765947341918945,SFA,logmap,4242
32,0.18486382679698055,0.02200174331665039,SFA,logmap,4242
33,0.008752680347480196,0.02158379554748535,SFA,logmap,4242
34,0.09294807759023671,0.020201683044433594,SFA,logmap,4242
35,0.130692132823233,0.020187854766845703,SFA,logmap,4242
36,0.2082526040240127,0.020300626754760742,SFA,logmap,4242
37,0.20364728698397755,0.020145893096923828,SFA,logmap,4242
38,0.2035905725764509,0.020424365997314453,SFA,logmap,4242
39,0.14262679031973044,0.020152568817138672,SFA,logmap,4242
40,0.17447807277644456,0.020186901092529297,SFA,logmap,4242
41,0.01767570920838319,0.02033829689025879,SFA,logmap,4242
42,0.1472707850788294,0.020168542861938477,SFA,logmap,4242
43,0.0796232366344931,0.0209200382232666,SFA,logmap,4242
44,0.15985565913789873,0.01960587501525879,SFA,logmap,4242
45,0.2725398297387999,0.019260168075561523,SFA,logmap,4242
46,0.14236191116268584,0.019355297088623047,SFA,logmap,4242
47,0.11190730501730436,0.01945638656616211,SFA,logmap,4242
48,0.09088948256203859,0.01943683624267578,SFA,logmap,4242
49,0.12386339083224604,0.019641399383544922,SFA,logmap,4242
