data_id,r,duration,method,dataset,length
0,0.5920204139820325,206.41897010803223,AniSOM,logmap,1128
1,0.7560235067006971,209.66731548309326,AniSOM,logmap,1128
2,0.8406104705688316,205.4670910835266,AniSOM,logmap,1128
3,0.8062888659959133,207.97790956497192,AniSOM,logmap,1128
4,0.25038193228984945,206.57275986671448,AniSOM,logmap,1128
5,0.9223254598440915,203.939368724823,AniSOM,logmap,1128
6,0.7114208268813226,199.04168558120728,AniSOM,logmap,1128
7,0.7957590380749902,199.84263515472412,AniSOM,logmap,1128
8,0.5692165382295068,207.56449246406555,AniSOM,logmap,1128
9,0.8149493411297658,203.24230885505676,AniSOM,logmap,1128
10,0.6505374051327586,202.62455892562866,AniSOM,logmap,1128
11,0.9923023653266589,207.18669390678406,AniSOM,logmap,1128
12,0.7499565267395806,202.32247352600098,AniSOM,logmap,1128
13,0.7574695594435494,209.4761426448822,AniSOM,logmap,1128
14,0.7544422636834062,210.3025438785553,AniSOM,logmap,1128
15,0.7537341108508929,209.74426341056824,AniSOM,logmap,1128
16,0.828304049767023,206.00481700897217,AniSOM,logmap,1128
17,0.6913578949688328,211.1188621520996,AniSOM,logmap,1128
18,0.773214692372151,200.86295771598816,AniSOM,logmap,1128
19,0.8396956720716565,202.3495168685913,AniSOM,logmap,1128
20,0.5606543115218958,207.5357847213745,AniSOM,logmap,1128
21,0.7104972565449005,200.25667905807495,AniSOM,logmap,1128
22,0.9285793414160022,202.32747054100037,AniSOM,logmap,1128
23,0.6899291305216022,203.06671953201294,AniSOM,logmap,1128
24,0.6962978293194144,200.73787212371826,AniSOM,logmap,1128
25,0.6765370489767751,202.20448279380798,AniSOM,logmap,1128
26,0.7663988419408532,202.06485843658447,AniSOM,logmap,1128
27,0.4786409638837765,202.54127883911133,AniSOM,logmap,1128
28,0.7718956448281776,201.7575900554657,AniSOM,logmap,1128
29,0.6902144468216167,201.32801222801208,AniSOM,logmap,1128
30,0.7798601552440585,201.74867463111877,AniSOM,logmap,1128
31,0.5510852632727126,202.68177556991577,AniSOM,logmap,1128
32,0.6382016821881755,203.20016884803772,AniSOM,logmap,1128
33,0.8338287833396145,199.1198534965515,AniSOM,logmap,1128
34,0.8133373339708428,201.4183738231659,AniSOM,logmap,1128
35,0.7220181810858404,210.53595733642578,AniSOM,logmap,1128
36,0.6296297419628132,199.79098629951477,AniSOM,logmap,1128
37,0.20947294148581994,207.20794129371643,AniSOM,logmap,1128
38,0.6660372406951295,204.35188460350037,AniSOM,logmap,1128
39,0.5747777869599618,208.81276154518127,AniSOM,logmap,1128
40,0.7401071437214826,210.44559001922607,AniSOM,logmap,1128
41,0.8769989115166981,206.96280479431152,AniSOM,logmap,1128
42,0.7345220041452739,205.35382795333862,AniSOM,logmap,1128
43,0.7750558519931197,207.5550606250763,AniSOM,logmap,1128
44,0.37820112163654696,207.13382244110107,AniSOM,logmap,1128
45,0.21483328039730148,208.13363790512085,AniSOM,logmap,1128
46,0.7054860614708599,209.54065656661987,AniSOM,logmap,1128
47,0.5218853073168651,207.5707221031189,AniSOM,logmap,1128
48,0.8735723874855614,130.08704233169556,AniSOM,logmap,1128
49,0.6564454270371045,129.28192567825317,AniSOM,logmap,1128
