data_id,r,duration,method,dataset,length
0,0.7339479613187403,0.00563812255859375,CCA,logmap,300
1,0.7295568483964681,0.004343748092651367,CCA,logmap,300
2,0.6971633429935504,0.004370927810668945,CCA,logmap,300
3,0.6938846379960538,0.004312753677368164,CCA,logmap,300
4,0.5639005414192878,0.0051000118255615234,CCA,logmap,300
5,0.7125466231974366,0.004384279251098633,CCA,logmap,300
6,0.5407402745887661,0.006546974182128906,CCA,logmap,300
7,0.7745075270286012,0.004377841949462891,CCA,logmap,300
8,0.6612614774351196,0.004664897918701172,CCA,logmap,300
9,0.7867849689256451,0.004269838333129883,CCA,logmap,300
10,0.6765639096817797,0.0043871402740478516,CCA,logmap,300
11,0.7348226991812971,0.004446983337402344,CCA,logmap,300
12,0.2056753485938689,0.005014896392822266,CCA,logmap,300
13,0.6601975775788859,0.004390716552734375,CCA,logmap,300
14,0.7082781145821601,0.004275321960449219,CCA,logmap,300
15,0.6640591044552705,0.004365205764770508,CCA,logmap,300
16,0.85251302529407,0.004925727844238281,CCA,logmap,300
17,0.741487264347125,0.004511356353759766,CCA,logmap,300
18,0.622482902170858,0.004259347915649414,CCA,logmap,300
19,0.8483362689742527,0.004210472106933594,CCA,logmap,300
20,0.7532451098488349,0.004267454147338867,CCA,logmap,300
21,0.8119621059196707,0.0043239593505859375,CCA,logmap,300
22,0.8709262715797303,0.0063288211822509766,CCA,logmap,300
23,0.6912980174740497,0.0041768550872802734,CCA,logmap,300
24,0.5303181406026192,0.004324197769165039,CCA,logmap,300
25,0.598229035743608,0.0054666996002197266,CCA,logmap,300
26,0.7708448946997408,0.004323244094848633,CCA,logmap,300
27,0.7440730392789774,0.0042912960052490234,CCA,logmap,300
28,0.6934274269911708,0.004727602005004883,CCA,logmap,300
29,0.5979580856268618,0.004239320755004883,CCA,logmap,300
30,0.6808406143066159,0.0043332576751708984,CCA,logmap,300
31,0.7361981664635159,0.007940053939819336,CCA,logmap,300
32,0.4944262570603696,0.005027055740356445,CCA,logmap,300
33,0.8087140284651317,0.004414558410644531,CCA,logmap,300
34,0.8036296847545095,0.004277229309082031,CCA,logmap,300
35,0.706357506972118,0.004153013229370117,CCA,logmap,300
36,0.684920416296412,0.004178047180175781,CCA,logmap,300
37,0.4465402127789348,0.0047419071197509766,CCA,logmap,300
38,0.6824340339093211,0.0044171810150146484,CCA,logmap,300
39,0.7419268516845341,0.004221200942993164,CCA,logmap,300
40,0.6927292411001861,0.0042154788970947266,CCA,logmap,300
41,0.6726719302115066,0.006613969802856445,CCA,logmap,300
42,0.6927755858066318,0.0042264461517333984,CCA,logmap,300
43,0.6894089344155231,0.004183292388916016,CCA,logmap,300
44,0.6131878074171456,0.0041806697845458984,CCA,logmap,300
45,0.4441377270279066,0.006218433380126953,CCA,logmap,300
46,0.705460499089525,0.004315376281738281,CCA,logmap,300
47,0.7695601734195687,0.004568338394165039,CCA,logmap,300
48,0.7735181987772349,0.0044612884521484375,CCA,logmap,300
49,0.7459911756905072,0.004446983337402344,CCA,logmap,300
